Date,TICKER,BUY TRADE,SELL TRADE,PREV. CLOSE,TREND,INDEX,IXIC_Open,IXIC_High,IXIC_Low,IXIC_Close,VIX_Close,NEEDS_MANUAL_UPDATE
05/17/2018,,,,,,,7379.58,7425.39,7350.46,7382.47,13.43,YES
05/18/2018,,,,,,,7364.34,7381.16,7343.97,7354.34,13.42,YES
05/21/2018,,,,,,,7406.34,7431.83,7368.21,7394.04,13.08,YES
05/22/2018,,,,,,,7420.85,7432.53,7370.33,7378.46,13.22,YES
05/23/2018,,,,,,,7335.03,7426.78,7334.62,7425.96,12.58,YES
05/24/2018,,,,,,,7421.99,7435.38,7357.5,7424.43,12.53,YES
05/25/2018,,,,,,,7422.2,7452.85,7415.58,7433.85,13.22,YES
05/29/2018,,,,,,,7398.51,7435.13,7354.29,7396.59,17.02,YES
05/30/2018,,,,,,,7428.41,7473.81,7423.67,7462.45,14.94,YES
05/31/2018,,,,,,,7455.58,7492.42,7431.41,7442.12,15.43,YES
06/01/2018,,,,,,,7487.66,7557.38,7487.23,7554.33,13.46,YES
06/04/2018,,,,,,,7570.08,7607.17,7561.2,7606.46,12.74,YES
06/05/2018,,,,,,,7621.36,7644.48,7602.38,7637.86,12.4,YES
06/06/2018,,,,,,,7652.8,7691.65,7622.31,7689.24,11.64,YES
06/07/2018,,,,,,,7697.41,7697.41,7597.66,7635.07,12.13,YES
06/08/2018,,,,,,,7607.74,7653.58,7595.14,7645.51,12.18,YES
06/11/2018,,,,,,,7647.24,7677.29,7642.87,7659.93,12.35,YES
06/12/2018,,,,,,,7673.87,7708.25,7669.53,7703.79,12.34,YES
06/13/2018,,,,,,,7713.9,7748.96,7686.65,7695.7,12.94,YES
06/14/2018,,,,,,,7723.53,7768.6,7723.53,7761.04,12.12,YES
06/15/2018,,,,,,,7725.03,7755.72,7704.34,7746.38,11.98,YES
06/18/2018,,,,,,,7692.96,7749.36,7676.83,7747.03,12.31,YES
06/19/2018,,,,,,,7658.47,7727.41,7635.73,7725.59,13.35,YES
06/20/2018,,,,,,,7764.15,7806.6,7755.48,7781.51,12.79,YES
06/21/2018,,,,,,,7800.3,7803.45,7699.2,7712.95,14.64,YES
06/22/2018,,,,,,,7739.69,7739.71,7679.12,7692.82,13.77,YES
06/25/2018,,,,,,,7631.12,7639.73,7477.73,7532.01,17.33,YES
06/26/2018,,,,,,,7553.74,7597.49,7527.0,7561.63,15.92,YES
06/27/2018,,,,,,,7586.33,7610.67,7444.17,7445.08,17.91,YES
06/28/2018,,,,,,,7438.11,7526.07,7419.56,7503.68,16.85,YES
06/29/2018,,,,,,,7544.13,7573.59,7502.95,7510.3,16.09,YES
07/02/2018,,,,,,,7451.9,7568.1,7443.1,7567.69,15.6,YES
07/03/2018,,,,,,,7593.63,7594.33,7498.5,7502.67,16.14,YES
07/05/2018,,,,,,,7550.66,7589.19,7511.43,7586.43,14.97,YES
07/06/2018,,,,,,,7595.93,7695.81,7588.65,7688.39,13.37,YES
07/09/2018,,,,,,,7731.74,7757.28,7702.06,7756.2,12.69,YES
07/10/2018,,,,,,,7770.63,7777.48,7731.98,7759.2,12.64,YES
07/11/2018,,,,,,,7698.51,7748.16,7696.58,7716.61,13.63,YES
07/12/2018,,,,,,,7752.71,7825.67,7746.76,7823.92,12.58,YES
07/13/2018,,,,,,,7827.62,7843.52,7803.34,7825.98,12.18,YES
07/16/2018,,,,,,,7831.74,7838.82,7791.98,7805.72,12.83,YES
07/17/2018,,,,,,,7751.97,7867.15,7749.61,7855.12,12.06,YES
07/18/2018,,,,,,,7859.43,7863.77,7822.83,7854.44,12.1,YES
07/19/2018,,,,,,,7829.8,7849.85,7811.15,7825.3,12.87,YES
07/20/2018,,,,,,,7843.08,7860.25,7815.86,7820.2,12.86,YES
07/23/2018,,,,,,,7806.93,7846.76,7776.55,7841.87,12.62,YES
07/24/2018,,,,,,,7914.35,7928.79,7814.33,7840.77,12.41,YES
07/25/2018,,,,,,,7839.09,7933.31,7838.76,7932.24,12.29,YES
07/26/2018,,,,,,,7848.04,7881.3,7834.08,7852.18,12.14,YES
07/27/2018,,,,,,,7889.75,7889.75,7698.96,7737.42,13.03,YES
07/30/2018,,,,,,,7735.27,7740.26,7604.24,7630.0,14.26,YES
07/31/2018,,,,,,,7654.59,7709.49,7614.84,7671.79,12.83,YES
08/01/2018,,,,,,,7701.82,7732.68,7670.71,7707.29,13.15,YES
08/02/2018,,,,,,,7659.52,7808.85,7659.52,7802.69,12.19,YES
08/03/2018,,,,,,,7819.23,7824.06,7783.3,7812.01,11.64,YES
08/06/2018,,,,,,,7809.54,7859.68,7801.88,7859.68,11.27,YES
08/07/2018,,,,,,,7878.62,7898.2,7868.65,7883.66,10.93,YES
08/08/2018,,,,,,,7880.0,7901.69,7864.46,7888.33,10.85,YES
08/09/2018,,,,,,,7886.52,7923.35,7881.06,7891.78,11.27,YES
08/10/2018,,,,,,,7834.71,7866.19,7818.37,7839.11,13.16,YES
08/13/2018,,,,,,,7848.0,7888.66,7814.27,7819.71,14.78,YES
08/14/2018,,,,,,,7847.88,7878.23,7815.5,7870.89,13.31,YES
08/15/2018,,,,,,,7810.02,7832.66,7732.69,7774.12,14.64,YES
08/16/2018,,,,,,,7826.95,7849.67,7795.74,7806.52,13.45,YES
08/17/2018,,,,,,,7786.64,7830.78,7752.68,7816.33,12.64,YES
08/20/2018,,,,,,,7834.37,7837.14,7787.9,7821.01,12.49,YES
08/21/2018,,,,,,,7840.09,7897.68,7836.79,7859.17,12.86,YES
08/22/2018,,,,,,,7844.04,7897.63,7840.84,7889.1,12.25,YES
08/23/2018,,,,,,,7886.47,7926.32,7866.53,7878.46,12.41,YES
08/24/2018,,,,,,,7907.81,7949.71,7907.1,7945.98,11.99,YES
08/27/2018,,,,,,,7989.64,8024.94,7976.6,8017.9,12.16,YES
08/28/2018,,,,,,,8039.01,8046.31,8009.59,8030.04,12.5,YES
08/29/2018,,,,,,,8044.34,8113.56,8042.1,8109.69,12.25,YES
08/30/2018,,,,,,,8094.2,8133.3,8069.57,8088.36,13.53,YES
08/31/2018,,,,,,,8079.31,8119.82,8079.31,8109.54,12.86,YES
09/04/2018,,,,,,,8087.95,8104.07,8042.14,8091.25,13.16,YES
09/05/2018,,,,,,,8073.53,8077.84,7962.35,7995.17,13.91,YES
09/06/2018,,,,,,,7998.27,8001.97,7885.49,7922.73,14.65,YES
09/07/2018,,,,,,,7878.79,7962.53,7873.93,7902.54,14.88,YES
09/10/2018,,,,,,,7939.57,7945.03,7890.39,7924.16,14.16,YES
09/11/2018,,,,,,,7894.87,7986.32,7880.92,7972.47,13.22,YES
09/12/2018,,,,,,,7958.87,7965.39,7884.05,7954.23,13.14,YES
09/13/2018,,,,,,,7999.93,8037.51,7989.85,8013.71,12.37,YES
09/14/2018,,,,,,,8026.16,8040.83,7979.78,8010.04,12.07,YES
09/17/2018,,,,,,,7992.21,8002.78,7890.07,7895.79,13.68,YES
09/18/2018,,,,,,,7903.57,7986.1,7901.01,7956.11,12.79,YES
09/19/2018,,,,,,,7962.55,7976.12,7917.73,7950.04,11.75,YES
09/20/2018,,,,,,,7993.53,8039.06,7986.41,8028.23,11.8,YES
09/21/2018,,,,,,,8041.69,8057.26,7979.67,7986.96,11.68,YES
09/24/2018,,,,,,,7939.38,7997.9,7912.47,7993.25,12.2,YES
09/25/2018,,,,,,,8001.59,8014.12,7979.29,8007.47,12.42,YES
09/26/2018,,,,,,,8011.68,8067.03,7982.76,7990.37,12.89,YES
09/27/2018,,,,,,,8021.22,8071.56,8017.91,8041.97,12.41,YES
09/28/2018,,,,,,,8024.5,8065.06,8015.87,8046.35,12.12,YES
10/01/2018,,,,,,,8091.5,8107.38,8019.77,8037.3,12.0,YES
10/02/2018,,,,,,,8024.47,8054.15,7983.99,7999.55,12.05,YES
10/03/2018,,,,,,,8034.65,8053.93,8012.03,8025.09,11.61,YES
10/04/2018,,,,,,,7993.33,7997.17,7833.16,7879.51,14.22,YES
10/05/2018,,,,,,,7874.76,7902.67,7715.97,7788.45,14.82,YES
10/08/2018,,,,,,,7747.1,7797.32,7654.84,7735.95,15.69,YES
10/09/2018,,,,,,,7728.51,7799.75,7718.95,7738.02,15.95,YES
10/10/2018,,,,,,,7694.08,7701.2,7420.56,7422.05,22.96,YES
10/11/2018,,,,,,,7388.07,7493.21,7274.04,7329.06,24.98,YES
10/12/2018,,,,,,,7507.84,7516.69,7368.33,7496.89,21.31,YES
10/15/2018,,,,,,,7473.33,7500.93,7400.07,7430.74,21.3,YES
10/16/2018,,,,,,,7501.78,7658.14,7493.44,7645.49,17.62,YES
10/17/2018,,,,,,,7669.26,7670.49,7563.09,7642.7,17.4,YES
10/18/2018,,,,,,,7616.47,7616.86,7452.46,7485.14,20.06,YES
10/19/2018,,,,,,,7530.16,7582.89,7428.3,7449.03,19.89,YES
10/22/2018,,,,,,,7486.74,7520.54,7424.74,7468.63,19.64,YES
10/23/2018,,,,,,,7328.55,7472.58,7260.13,7437.54,20.71,YES
10/24/2018,,,,,,,7423.21,7435.69,7099.0,7108.4,25.23,YES
10/25/2018,,,,,,,7197.49,7364.82,7178.54,7318.34,24.22,YES
10/26/2018,,,,,,,7125.18,7283.32,7057.0,7167.21,24.16,YES
10/29/2018,,,,,,,7272.42,7295.61,6922.83,7050.29,24.7,YES
10/30/2018,,,,,,,7017.87,7166.84,7001.48,7161.65,23.35,YES
10/31/2018,,,,,,,7276.62,7368.49,7270.63,7305.9,21.23,YES
11/01/2018,,,,,,,7327.82,7435.88,7286.5,7434.06,19.34,YES
11/02/2018,,,,,,,7424.02,7466.53,7298.68,7356.99,19.51,YES
11/05/2018,,,,,,,7344.08,7349.23,7255.88,7328.85,19.96,YES
11/06/2018,,,,,,,7326.07,7400.64,7320.89,7375.96,19.91,YES
11/07/2018,,,,,,,7446.09,7572.93,7435.87,7570.75,16.36,YES
11/08/2018,,,,,,,7544.17,7566.93,7499.71,7530.88,16.72,YES
11/09/2018,,,,,,,7468.51,7474.34,7349.48,7406.9,17.36,YES
11/12/2018,,,,,,,7364.05,7371.09,7193.77,7200.87,20.45,YES
11/13/2018,,,,,,,7230.69,7319.12,7182.86,7200.87,20.02,YES
11/14/2018,,,,,,,7265.39,7285.57,7101.17,7136.39,21.25,YES
11/15/2018,,,,,,,7112.83,7274.26,7072.36,7259.03,19.98,YES
11/16/2018,,,,,,,7193.6,7274.86,7171.7,7247.87,18.14,YES
11/19/2018,,,,,,,7217.24,7224.12,7011.4,7028.48,20.1,YES
11/20/2018,,,,,,,6867.43,6994.75,6830.76,6908.82,22.48,YES
11/21/2018,,,,,,,6985.51,7029.93,6951.62,6972.25,20.8,YES
11/23/2018,,,,,,,6919.52,6987.89,6919.16,6938.98,21.52,YES
11/26/2018,,,,,,,7026.5,7083.93,7003.12,7081.85,18.9,YES
11/27/2018,,,,,,,7041.23,7105.14,7014.36,7082.7,19.02,YES
11/28/2018,,,,,,,7135.08,7292.71,7090.98,7291.59,18.49,YES
11/29/2018,,,,,,,7267.37,7319.96,7217.69,7273.08,18.79,YES
11/30/2018,,,,,,,7279.3,7332.79,7255.68,7330.54,18.07,YES
12/03/2018,,,,,,,7486.13,7486.51,7392.22,7441.51,16.44,YES
12/04/2018,,,,,,,7407.95,7421.11,7150.11,7158.43,20.74,YES
12/06/2018,,,,,,,7017.05,7189.52,6984.34,7188.26,21.19,YES
12/07/2018,,,,,,,7163.49,7205.37,6945.27,6969.25,23.23,YES
12/10/2018,,,,,,,6959.63,7047.62,6878.99,7020.52,22.64,YES
12/11/2018,,,,,,,7121.66,7129.83,6983.01,7031.83,21.76,YES
12/12/2018,,,,,,,7127.0,7197.29,7096.56,7098.31,21.46,YES
12/13/2018,,,,,,,7135.28,7154.64,7034.82,7070.33,20.65,YES
12/14/2018,,,,,,,6986.37,7027.17,6898.99,6910.66,21.63,YES
12/17/2018,,,,,,,6886.46,6931.81,6710.01,6753.73,24.52,YES
12/18/2018,,,,,,,6809.82,6847.27,6733.71,6783.91,25.58,YES
12/19/2018,,,,,,,6777.59,6868.86,6586.5,6636.83,25.58,YES
12/20/2018,,,,,,,6607.76,6666.2,6447.91,6528.41,28.38,YES
12/21/2018,,,,,,,6573.49,6586.68,6304.63,6332.99,30.11,YES
12/24/2018,,,,,,,6278.49,6355.18,6190.17,6192.92,36.07,YES
12/26/2018,,,,,,,6257.86,6555.53,6214.34,6554.36,30.41,YES
12/27/2018,,,,,,,6457.19,6583.01,6336.97,6579.49,29.96,YES
12/28/2018,,,,,,,6616.79,6684.18,6529.22,6584.52,28.34,YES
12/31/2018,,,,,,,6649.52,6659.96,6570.06,6635.28,25.42,YES
01/02/2019,,,,,,,6506.91,6693.71,6506.88,6665.94,23.22,YES
01/03/2019,,,,,,,6584.77,6600.21,6457.13,6463.5,25.45,YES
01/04/2019,,,,,,,6567.14,6760.69,6554.24,6738.86,21.38,YES
01/07/2019,,,,,,,6757.53,6855.6,6741.4,6823.47,21.4,YES
01/08/2019,,,,,,,6893.44,6909.58,6795.86,6897.0,20.47,YES
01/09/2019,,,,,,,6923.06,6985.22,6899.56,6957.08,19.98,YES
01/10/2019,,,,,,,6908.65,6991.37,6877.08,6986.07,19.5,YES
01/11/2019,,,,,,,6947.46,6975.65,6933.6,6971.48,18.19,YES
01/14/2019,,,,,,,6908.03,6936.22,6887.48,6905.92,19.07,YES
01/15/2019,,,,,,,6931.39,7025.85,6928.12,7023.83,18.6,YES
01/16/2019,,,,,,,7033.75,7079.63,7028.12,7034.69,19.04,YES
01/17/2019,,,,,,,7010.13,7113.95,7003.62,7084.46,18.06,YES
01/18/2019,,,,,,,7134.1,7185.38,7096.62,7157.23,17.8,YES
01/22/2019,,,,,,,7109.57,7110.16,6979.81,7020.36,20.8,YES
01/23/2019,,,,,,,7061.65,7084.85,6953.23,7025.77,19.52,YES
01/24/2019,,,,,,,7042.25,7078.96,7029.95,7073.46,18.89,YES
01/25/2019,,,,,,,7128.18,7174.56,7111.09,7164.86,17.42,YES
01/28/2019,,,,,,,7075.01,7086.3,7034.25,7085.68,18.87,YES
01/29/2019,,,,,,,7087.49,7092.29,7011.47,7028.29,19.13,YES
01/30/2019,,,,,,,7094.79,7201.31,7065.57,7183.08,17.66,YES
01/31/2019,,,,,,,7208.17,7303.12,7205.95,7281.74,16.57,YES
02/01/2019,,,,,,,7256.37,7299.94,7243.41,7263.87,16.14,YES
02/04/2019,,,,,,,7266.28,7348.23,7261.07,7347.54,15.73,YES
02/05/2019,,,,,,,7356.34,7408.68,7355.36,7402.08,15.57,YES
02/06/2019,,,,,,,7400.44,7410.77,7346.72,7375.28,15.38,YES
02/07/2019,,,,,,,7316.5,7336.74,7235.05,7288.35,16.37,YES
02/08/2019,,,,,,,7232.3,7299.44,7225.14,7298.2,15.72,YES
02/11/2019,,,,,,,7327.37,7343.56,7290.03,7307.9,15.97,YES
02/12/2019,,,,,,,7358.85,7419.43,7349.8,7414.62,15.43,YES
02/13/2019,,,,,,,7437.46,7461.66,7413.84,7420.38,15.65,YES
02/14/2019,,,,,,,7390.25,7454.42,7375.71,7426.95,16.22,YES
02/15/2019,,,,,,,7468.57,7477.28,7440.26,7472.41,14.91,YES
02/19/2019,,,,,,,7450.75,7507.79,7450.27,7486.77,14.88,YES
02/20/2019,,,,,,,7490.31,7513.7,7455.25,7489.07,14.02,YES
02/21/2019,,,,,,,7475.41,7485.75,7430.89,7459.71,14.46,YES
02/22/2019,,,,,,,7481.63,7527.54,7479.01,7527.54,13.51,YES
02/25/2019,,,,,,,7585.3,7602.69,7551.61,7554.46,14.85,YES
02/26/2019,,,,,,,7535.29,7573.22,7524.31,7549.3,15.17,YES
02/27/2019,,,,,,,7526.42,7562.29,7485.39,7554.51,14.7,YES
02/28/2019,,,,,,,7533.31,7561.9,7516.48,7532.53,14.78,YES
03/01/2019,,,,,,,7587.45,7603.04,7540.75,7595.35,13.57,YES
03/04/2019,,,,,,,7636.62,7643.66,7501.56,7577.57,14.63,YES
03/05/2019,,,,,,,7582.29,7598.66,7543.54,7576.36,14.74,YES
03/06/2019,,,,,,,7575.38,7579.02,7499.87,7505.92,15.74,YES
03/07/2019,,,,,,,7483.79,7489.08,7397.19,7421.46,16.59,YES
03/08/2019,,,,,,,7334.35,7411.52,7332.92,7408.14,16.05,YES
03/11/2019,,,,,,,7442.56,7558.23,7442.4,7558.06,14.33,YES
03/12/2019,,,,,,,7571.85,7611.13,7560.46,7591.03,13.77,YES
03/13/2019,,,,,,,7621.38,7677.07,7619.46,7643.41,13.41,YES
03/14/2019,,,,,,,7644.79,7653.1,7627.02,7630.91,13.5,YES
03/15/2019,,,,,,,7658.41,7714.96,7652.04,7688.53,12.88,YES
03/18/2019,,,,,,,7696.38,7737.67,7677.74,7714.48,13.1,YES
03/19/2019,,,,,,,7747.4,7767.89,7699.15,7723.95,13.56,YES
03/20/2019,,,,,,,7721.95,7779.24,7674.04,7728.97,13.91,YES
03/21/2019,,,,,,,7705.43,7850.11,7705.43,7838.96,13.63,YES
03/22/2019,,,,,,,7800.25,7817.83,7642.57,7642.67,16.48,YES
03/25/2019,,,,,,,7618.98,7662.38,7579.29,7637.54,16.33,YES
03/26/2019,,,,,,,7700.0,7738.17,7649.21,7691.52,14.68,YES
03/27/2019,,,,,,,7702.05,7712.84,7582.09,7643.38,15.15,YES
03/28/2019,,,,,,,7660.07,7689.16,7619.82,7669.17,14.43,YES
03/29/2019,,,,,,,7726.71,7733.62,7688.51,7729.32,13.71,YES
04/01/2019,,,,,,,7800.24,7831.45,7777.09,7828.91,13.4,YES
04/02/2019,,,,,,,7824.61,7854.92,7811.28,7848.69,13.36,YES
04/03/2019,,,,,,,7891.18,7938.26,7870.9,7895.55,13.74,YES
04/04/2019,,,,,,,7894.26,7917.65,7844.96,7891.78,13.58,YES
04/05/2019,,,,,,,7914.51,7940.45,7909.14,7938.69,12.82,YES
04/08/2019,,,,,,,7924.89,7955.9,7891.85,7953.88,13.18,YES
04/09/2019,,,,,,,7924.77,7945.55,7897.61,7909.28,14.28,YES
04/10/2019,,,,,,,7922.73,7965.33,7916.9,7964.24,13.3,YES
04/11/2019,,,,,,,7975.2,7975.2,7933.41,7947.36,13.02,YES
04/12/2019,,,,,,,7984.15,7992.09,7952.61,7984.16,12.01,YES
04/15/2019,,,,,,,7987.16,7993.33,7933.57,7976.01,12.32,YES
04/16/2019,,,,,,,8000.57,8017.56,7978.81,8000.23,12.18,YES
04/17/2019,,,,,,,8044.97,8052.4,7973.38,7996.08,12.6,YES
04/18/2019,,,,,,,7998.45,8002.31,7950.97,7998.06,12.09,YES
04/22/2019,,,,,,,7969.37,8017.15,7965.9,8015.27,12.42,YES
04/23/2019,,,,,,,8026.75,8128.87,8023.81,8120.82,12.28,YES
04/24/2019,,,,,,,8122.88,8139.55,8101.7,8102.01,13.14,YES
04/25/2019,,,,,,,8150.85,8151.84,8075.41,8118.68,13.25,YES
04/26/2019,,,,,,,8100.28,8146.42,8060.89,8146.4,12.73,YES
04/29/2019,,,,,,,8147.65,8176.08,8136.41,8161.85,13.11,YES
04/30/2019,,,,,,,8104.91,8124.61,8050.55,8095.39,13.12,YES
05/01/2019,,,,,,,8132.93,8146.0,8048.23,8049.64,14.8,YES
05/02/2019,,,,,,,8046.48,8094.06,7976.77,8036.77,14.42,YES
05/03/2019,,,,,,,8092.88,8164.71,8084.8,8164.0,12.87,YES
05/06/2019,,,,,,,7981.85,8135.54,7981.85,8123.29,15.44,YES
05/07/2019,,,,,,,8043.52,8070.97,7899.02,7963.76,19.32,YES
05/08/2019,,,,,,,7946.24,8004.49,7923.35,7943.32,19.4,YES
05/09/2019,,,,,,,7853.21,7929.78,7796.16,7910.59,19.1,YES
05/10/2019,,,,,,,7881.31,7949.34,7759.34,7916.94,16.04,YES
05/13/2019,,,,,,,7720.07,7760.83,7627.22,7647.02,20.55,YES
05/14/2019,,,,,,,7689.66,7776.2,7665.3,7734.49,18.06,YES
05/15/2019,,,,,,,7682.8,7838.72,7682.24,7822.15,16.44,YES
05/16/2019,,,,,,,7832.58,7946.23,7826.67,7898.05,15.29,YES
05/17/2019,,,,,,,7829.03,7918.71,7810.35,7816.28,15.96,YES
05/20/2019,,,,,,,7714.06,7747.27,7678.35,7702.38,16.31,YES
05/21/2019,,,,,,,7765.57,7804.44,7752.92,7785.72,14.95,YES
05/22/2019,,,,,,,7749.8,7786.33,7738.35,7750.84,14.75,YES
05/23/2019,,,,,,,7660.72,7665.15,7585.32,7628.28,16.92,YES
05/24/2019,,,,,,,7675.57,7694.15,7631.25,7637.01,15.85,YES
05/28/2019,,,,,,,7655.66,7693.74,7603.76,7607.35,17.5,YES
05/29/2019,,,,,,,7553.02,7581.11,7503.94,7547.31,17.9,YES
05/30/2019,,,,,,,7565.46,7595.9,7527.66,7567.72,17.3,YES
05/31/2019,,,,,,,7470.95,7506.86,7448.23,7453.15,18.71,YES
06/03/2019,,,,,,,7441.21,7457.66,7292.22,7333.02,18.86,YES
06/04/2019,,,,,,,7413.94,7529.5,7385.02,7527.12,16.97,YES
06/05/2019,,,,,,,7585.68,7589.47,7498.17,7575.48,16.09,YES
06/06/2019,,,,,,,7582.24,7634.12,7546.22,7615.55,15.93,YES
06/07/2019,,,,,,,7652.97,7767.02,7647.91,7742.1,16.3,YES
06/10/2019,,,,,,,7798.87,7895.44,7795.76,7823.17,15.94,YES
06/11/2019,,,,,,,7901.04,7909.99,7798.63,7822.57,15.99,YES
06/12/2019,,,,,,,7803.13,7819.16,7773.97,7792.72,15.91,YES
06/13/2019,,,,,,,7822.56,7848.36,7813.6,7837.13,15.82,YES
06/14/2019,,,,,,,7807.19,7819.21,7778.12,7796.66,15.28,YES
06/17/2019,,,,,,,7819.43,7865.98,7812.61,7845.02,15.35,YES
06/18/2019,,,,,,,7920.98,8005.21,7911.67,7953.88,15.15,YES
06/19/2019,,,,,,,7970.26,7998.59,7930.38,7987.32,14.33,YES
06/20/2019,,,,,,,8087.45,8088.88,7996.87,8051.34,14.75,YES
06/21/2019,,,,,,,8028.69,8073.02,8011.2,8031.71,15.4,YES
06/24/2019,,,,,,,8040.58,8047.56,8004.63,8005.7,15.26,YES
06/25/2019,,,,,,,8005.27,8007.31,7879.15,7884.72,16.28,YES
06/26/2019,,,,,,,7933.92,7974.28,7903.07,7909.97,16.21,YES
06/27/2019,,,,,,,7939.36,7976.58,7935.47,7967.76,15.82,YES
06/28/2019,,,,,,,7988.76,8010.15,7961.46,8006.24,15.08,YES
07/01/2019,,,,,,,8145.85,8150.45,8059.29,8091.16,14.06,YES
07/02/2019,,,,,,,8086.65,8109.37,8063.11,8109.09,12.93,YES
07/03/2019,,,,,,,8129.57,8170.23,8122.34,8170.23,12.57,YES
07/05/2019,,,,,,,8123.28,8171.97,8093.66,8161.79,13.28,YES
07/08/2019,,,,,,,8112.91,8161.79,8078.39,8098.38,13.96,YES
07/09/2019,,,,,,,8061.41,8146.98,8061.32,8141.73,14.09,YES
07/10/2019,,,,,,,8183.19,8228.6,8160.56,8202.53,13.03,YES
07/11/2019,,,,,,,8219.28,8226.18,8171.63,8196.04,12.93,YES
07/12/2019,,,,,,,8209.2,8245.66,8201.52,8244.14,12.39,YES
07/15/2019,,,,,,,8263.18,8264.78,8236.27,8258.19,12.68,YES
07/16/2019,,,,,,,8251.66,8259.75,8204.23,8222.8,12.86,YES
07/17/2019,,,,,,,8224.0,8230.67,8184.66,8185.21,13.97,YES
07/18/2019,,,,,,,8151.76,8215.58,8135.12,8207.24,13.53,YES
07/19/2019,,,,,,,8241.34,8245.78,8144.63,8146.49,14.45,YES
07/22/2019,,,,,,,8171.99,8218.42,8171.54,8204.14,13.53,YES
07/23/2019,,,,,,,8242.5,8251.83,8193.89,8251.4,12.61,YES
07/24/2019,,,,,,,8227.36,8321.81,8226.5,8321.5,12.07,YES
07/25/2019,,,,,,,8294.68,8295.95,8233.4,8238.54,12.74,YES
07/26/2019,,,,,,,8294.3,8339.64,8291.12,8330.21,12.16,YES
07/29/2019,,,,,,,8325.1,8325.28,8247.37,8293.33,12.83,YES
07/30/2019,,,,,,,8231.77,8295.46,8228.02,8273.61,13.94,YES
07/31/2019,,,,,,,8290.8,8299.83,8110.02,8175.42,16.12,YES
08/01/2019,,,,,,,8190.56,8311.04,8080.52,8111.12,17.87,YES
08/02/2019,,,,,,,8056.42,8068.8,7953.67,8004.07,17.61,YES
08/05/2019,,,,,,,7823.33,7836.45,7662.9,7726.04,24.59,YES
08/06/2019,,,,,,,7804.51,7845.01,7739.57,7833.27,20.17,YES
08/07/2019,,,,,,,7747.27,7881.38,7702.42,7862.83,19.49,YES
08/08/2019,,,,,,,7921.59,8041.12,7896.15,8039.16,16.91,YES
08/09/2019,,,,,,,7997.19,8020.56,7910.35,7959.14,17.97,YES
08/12/2019,,,,,,,7907.49,7924.99,7833.79,7863.41,21.09,YES
08/13/2019,,,,,,,7852.37,8065.24,7851.58,8016.36,17.52,YES
08/14/2019,,,,,,,7877.33,7900.28,7762.87,7773.94,22.1,YES
08/15/2019,,,,,,,7790.2,7805.93,7716.55,7766.62,21.18,YES
08/16/2019,,,,,,,7828.35,7907.52,7828.35,7895.99,18.47,YES
08/19/2019,,,,,,,8006.18,8026.75,7895.99,8002.81,16.88,YES
08/20/2019,,,,,,,7989.36,8010.58,7948.09,7948.56,17.5,YES
08/21/2019,,,,,,,8017.07,8036.94,7998.5,8020.21,15.8,YES
08/22/2019,,,,,,,8038.79,8048.58,7937.12,7991.39,16.68,YES
08/23/2019,,,,,,,7943.65,8005.34,7730.77,7751.77,19.87,YES
08/26/2019,,,,,,,7829.58,7856.04,7789.05,7853.74,19.32,YES
08/27/2019,,,,,,,7908.78,7916.83,7795.18,7826.95,20.31,YES
08/28/2019,,,,,,,7798.35,7866.87,7766.67,7856.88,19.35,YES
08/29/2019,,,,,,,7945.78,7992.29,7925.83,7973.39,17.88,YES
08/30/2019,,,,,,,8015.16,8017.91,7914.74,7962.88,18.98,YES
09/03/2019,,,,,,,7906.44,7940.37,7847.32,7874.16,19.66,YES
09/04/2019,,,,,,,7949.81,7981.41,7928.94,7976.88,17.33,YES
09/05/2019,,,,,,,8061.29,8134.42,8061.29,8116.83,16.27,YES
09/06/2019,,,,,,,8125.58,8134.39,8098.52,8103.07,15.0,YES
09/09/2019,,,,,,,8130.91,8131.66,8052.34,8087.44,15.27,YES
09/10/2019,,,,,,,8049.98,8086.53,8001.68,8084.16,15.2,YES
09/11/2019,,,,,,,8091.68,8169.68,8081.56,8169.68,14.61,YES
09/12/2019,,,,,,,8206.58,8243.8,8176.73,8194.47,14.22,YES
09/13/2019,,,,,,,8190.57,8210.2,8165.47,8176.71,13.74,YES
09/16/2019,,,,,,,8121.64,8165.33,8121.25,8153.54,14.67,YES
09/17/2019,,,,,,,8148.65,8188.23,8139.82,8186.02,14.44,YES
09/18/2019,,,,,,,8174.62,8179.87,8086.22,8177.39,13.95,YES
09/19/2019,,,,,,,8193.59,8237.43,8174.32,8182.88,14.05,YES
09/20/2019,,,,,,,8184.88,8202.82,8086.16,8117.67,15.32,YES
09/23/2019,,,,,,,8106.49,8135.81,8085.34,8112.46,14.91,YES
09/24/2019,,,,,,,8147.23,8158.83,7969.65,7993.63,17.05,YES
09/25/2019,,,,,,,7990.66,8095.0,7935.57,8077.38,15.96,YES
09/26/2019,,,,,,,8070.12,8072.11,7991.02,8030.66,16.07,YES
09/27/2019,,,,,,,8047.11,8051.83,7890.28,7939.63,17.22,YES
09/30/2019,,,,,,,7964.09,8012.16,7949.63,7999.34,16.24,YES
10/01/2019,,,,,,,8026.83,8062.5,7906.29,7908.68,18.56,YES
10/02/2019,,,,,,,7851.13,7852.7,7744.96,7785.25,20.56,YES
